Predicted,GroundTruth
REST,REST
REST,REST
REST,REST
AVOIDANCE,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
STABILIZE_SELF,REST
REST,REST
REST,REST
ATTACK_SELF,REST
REST,REST
REST,REST
REST,REST
REST,REST
WITHDRAWAL,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
STABILIZE_SELF,REST
REST,REST
REST,REST
REST,REST
REST,REST
ATTACK_OTHER,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
AVOIDANCE,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
WITHDRAWAL,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
ATTACK_SELF,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
WITHDRAWAL,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
ATTACK_SELF,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
ATTACK_OTHER,REST
WITHDRAWAL,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
REST,REST
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
ATTACK_SELF,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
ATTACK_OTHER,DEPRECIATION
ATTACK_OTHER,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
ATTACK_SELF,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
WITHDRAWAL,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
REST,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
STABILIZE_SELF,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
WITHDRAWAL,DEPRECIATION
REST,DEPRECIATION
DEPRECIATION,DEPRECIATION
ATTACK_SELF,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
REST,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
ATTACK_OTHER,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
REST,DEPRECIATION
REST,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
ATTACK_OTHER,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
ATTACK_OTHER,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
AVOIDANCE,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
DEPRECIATION,DEPRECIATION
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
REST,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
WITHDRAWAL,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
ATTACK_OTHER,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
WITHDRAWAL,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
ATTACK_SELF,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
ATTACK_OTHER,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
DEPRECIATION,AVOIDANCE
DEPRECIATION,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
DEPRECIATION,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
REST,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
ATTACK_OTHER,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
WITHDRAWAL,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
ATTACK_SELF,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
REST,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
REST,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
ATTACK_SELF,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
WITHDRAWAL,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
REST,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
STABILIZE_SELF,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
WITHDRAWAL,AVOIDANCE
ATTACK_OTHER,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
DEPRECIATION,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
ATTACK_SELF,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
WITHDRAWAL,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
DEPRECIATION,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
AVOIDANCE,AVOIDANCE
